,1,2,3,4,5,6,7,8,9,10,11,12
0,0.9608,0.9625,0.9611,0.9592,0.9575,0.9586,0.9554,0.9476,0.9328,0.8751,0.716,0.1624
1,0.9608,0.9613,0.9602,0.9608,0.9584,0.9585,0.9571,0.9479,0.9268,0.8729,0.6877,0.1135
2,0.9608,0.9595,0.9606,0.9602,0.9573,0.9595,0.9568,0.9516,0.9279,0.8737,0.7443,0.1135
3,0.9608,0.9602,0.9601,0.9618,0.963,0.9571,0.9576,0.9528,0.9344,0.8623,0.6578,0.1135
4,0.9608,0.9599,0.9594,0.9608,0.959,0.9592,0.9553,0.9514,0.9349,0.8781,0.7567,0.1135
