,1,2,3,4,5,6,7,8,9,10,11,12
0,0.9608,0.9568,0.9507,0.9511,0.9502,0.9415,0.9209,0.8757,0.7896,0.6091,0.3868,0.101
1,0.9608,0.9579,0.954,0.9565,0.9499,0.9432,0.9292,0.885,0.8201,0.5171,0.2901,0.101
2,0.9608,0.9543,0.9591,0.954,0.9499,0.9441,0.9332,0.8976,0.8017,0.4853,0.3671,0.101
3,0.9608,0.9588,0.9555,0.9544,0.9508,0.935,0.9217,0.8896,0.8311,0.5554,0.3225,0.101
4,0.9608,0.9565,0.9539,0.9509,0.9512,0.9418,0.9334,0.8899,0.82,0.5514,0.3696,0.101
