,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.9623,0.9609,0.9591,0.9542,0.9466,0.9417,0.9372,0.9227,0.8913,0.6355,0.269,0.1135,0.1135
1,0.9623,0.9616,0.9526,0.9544,0.9457,0.9419,0.932,0.9204,0.7877,0.7785,0.3852,0.1135,0.1135
2,0.9623,0.9601,0.9582,0.9525,0.9475,0.9343,0.933,0.9188,0.8713,0.7482,0.3295,0.1135,0.1135
3,0.9623,0.9624,0.9578,0.9524,0.9444,0.9415,0.9312,0.9256,0.8992,0.7601,0.2239,0.1135,0.1135
4,0.9623,0.9604,0.9543,0.9557,0.9448,0.9436,0.9288,0.9159,0.8935,0.7908,0.4594,0.121,0.1135
