,1,2,3,4,5,6,7,8,9,10,11,12
0,0.9608,0.9537,0.9507,0.9448,0.9477,0.9346,0.9237,0.8409,0.7521,0.5316,0.4162,0.101
1,0.9608,0.9561,0.9561,0.951,0.9459,0.9283,0.9069,0.8798,0.702,0.5007,0.3241,0.101
2,0.9608,0.9582,0.9531,0.9521,0.9444,0.9464,0.9118,0.8656,0.8204,0.645,0.3698,0.101
3,0.9608,0.954,0.9551,0.9443,0.9442,0.9363,0.9279,0.8861,0.8072,0.5486,0.3451,0.101
4,0.9608,0.9578,0.9539,0.9515,0.9462,0.9361,0.9184,0.8836,0.7391,0.559,0.3811,0.101
