,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.9623,0.9627,0.9594,0.9565,0.9524,0.9519,0.9417,0.9146,0.8929,0.7582,0.3956,0.1135,0.1135
1,0.9623,0.964,0.9595,0.9547,0.9485,0.9464,0.9457,0.9242,0.8715,0.7701,0.4547,0.1135,0.0884
2,0.9623,0.9634,0.9608,0.9543,0.9512,0.9482,0.9412,0.9226,0.8989,0.7811,0.4976,0.1135,0.1135
3,0.9623,0.9611,0.9603,0.956,0.9545,0.945,0.9394,0.9173,0.878,0.8279,0.251,0.1135,0.1135
4,0.9623,0.964,0.9586,0.9537,0.9535,0.9467,0.9377,0.9264,0.892,0.8009,0.4676,0.1135,0.1135
