,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.9623,0.9606,0.9606,0.9553,0.9517,0.9436,0.938,0.9273,0.894,0.6938,0.4334,0.1135,0.1135
1,0.9623,0.9609,0.9587,0.9541,0.9455,0.9462,0.9353,0.9154,0.8953,0.7141,0.421,0.1135,0.1135
2,0.9623,0.9636,0.9538,0.9573,0.9477,0.9409,0.9334,0.9163,0.8934,0.6717,0.6285,0.1135,0.1135
3,0.9623,0.9596,0.9578,0.9556,0.951,0.9445,0.9336,0.9229,0.8948,0.7225,0.2754,0.1135,0.1135
4,0.9623,0.9629,0.9588,0.9498,0.9458,0.9455,0.9337,0.9297,0.8908,0.6652,0.1346,0.1091,0.1135
